order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,pickup_zone_standardized,dropoff_zone_standardized
O00590,C0386,Parcel,2024-08-12 21:21:00,2,NORTH,North,Medium,1970-01-01 00:00:00.000000020,Phone,0,North Zone,North Zone
O00591,C0228,Passenger,2025-12-26 02:00:00,4,North,RiverSide,Medium,1970-01-01 00:00:00.000000015,App,1,North Zone,Riverside
O00592,C0563,Business,2025-05-06 01:31:00,2,RiverSide,East,Low,1970-01-01 00:00:00.000000220,Phone,0,Riverside,East Zone
O00593,C0406,Passenger,2025-06-22 10:58:00,1,Central,Riverside,High,1970-01-01 00:00:00.000000063,Phone,0,Central Zone,Riverside
O00594,C0116,Retail,2024-03-11 19:40:00,4,Central,EAST,Medium,1970-01-01 00:00:00.000000149,App,1,Central Zone,East Zone
O00595,C0377,Business,2024-03-05 06:55:00,12,South,AIRPORT,Medium,1970-01-01 00:00:00.000000071,App,1,South Zone,Airport
O00596,C0394,Parcel,2025-10-02 01:54:00,12,SOUTH,East,Low,1970-01-01 00:00:00.000000119,App,0,South Zone,East Zone
O00597,C0238,Parcel,2025-01-09 13:05:00,6,NORTH,north,High,1970-01-01 00:00:00.000000169,App,0,North Zone,North Zone
O00598,C0621,Retail,2025-10-28 22:22:00,24,Riverside,Ctr,Medium,1970-01-01 00:00:00.000000201,App,0,Riverside,Ctr
O00599,C0077,Passenger,2025-08-19 05:51:00,1,South,EAST,Medium,1970-01-01 00:00:00.000000179,App,0,South Zone,East Zone
O00600,C0476,Parcel,2025-05-19 21:49:00,24,Airport,north,Low,1970-01-01 00:00:00.000000235,App,0,Airport,North Zone
O00601,C0335,Retail,2025-05-23 04:16:00,6,north,South,Low,1970-01-01 00:00:00.000000049,Phone,0,North Zone,South Zone
O00602,C0257,Passenger,2025-12-11 09:57:00,6,Ctr,Airport,Medium,1970-01-01 00:00:00.000000127,Web,0,Ctr,Airport
O00603,C0351,Parcel,2024-02-24 23:29:00,24,West,RiverSide,Medium,1970-01-01 00:00:00.000000066,App,0,West Zone,Riverside
O00604,C0584,Passenger,2025-11-27 18:10:00,4,Ctr,AIRPORT,Medium,1970-01-01 00:00:00.000000065,Web,0,Ctr,Airport
O00605,C0585,Medical,2025-03-21 12:52:00,1,Riverside,AIRPORT,Low,1970-01-01 00:00:00.000000047,Web,1,Riverside,Airport
O00606,C0050,Medical,2025-10-17 16:19:00,1,Central,West,High,1970-01-01 00:00:00.000000037,Web,0,Central Zone,West Zone
O00607,C0576,Parcel,2025-08-30 17:41:00,12,WEST,West,Low,1970-01-01 00:00:00.000000219,App,1,West Zone,West Zone
O00608,C0394,Medical,2025-10-09 03:04:00,4,West,EAST,High,1970-01-01 00:00:00.000000071,Web,0,West Zone,East Zone
O00609,C0621,Parcel,2024-09-15 07:15:00,12,East,EAST,Low,1970-01-01 00:00:00.000000071,App,0,East Zone,East Zone
O00610,C0635,Passenger,2024-07-21 18:29:00,24,South,Riverside,Medium,1970-01-01 00:00:00.000000169,API,0,South Zone,Riverside
O00611,C0374,Retail,2025-07-29 07:56:00,2,WEST,WEST,Low,1970-01-01 00:00:00.000000132,App,0,West Zone,West Zone
O00612,C0169,Retail,2025-05-19 18:58:00,4,WEST,East,Critical,1970-01-01 00:00:00.000000060,Phone,0,West Zone,East Zone
O00613,C0650,Retail,2025-12-02 22:03:00,4,Airport,Central,Low,1970-01-01 00:00:00.000000084,App,0,Airport,Central Zone
O00614,C0393,Passenger,2025-02-05 21:50:00,2,WEST,RiverSide,Medium,1970-01-01 00:00:00.000000259,App,0,West Zone,Riverside
O00615,C0295,Parcel,2025-02-08 20:43:00,1,WEST,WEST,High,1970-01-01 00:00:00.000000044,App,0,West Zone,West Zone
O00616,C0114,Retail,2024-12-16 12:25:00,6,EAST,Ctr,Medium,1970-01-01 00:00:00.000000050,Phone,0,East Zone,Ctr
O00617,C0352,Medical,2024-03-30 07:41:00,1,Central,RiverSide,Medium,1970-01-01 00:00:00.000000077,Web,0,Central Zone,Riverside
O00618,C0581,Parcel,2025-11-19 10:42:00,12,CENTRAL,SOUTH,Medium,1970-01-01 00:00:00.000000041,App,0,Central Zone,South Zone
O00619,C0268,Retail,2025-09-01 13:50:00,1,CENTRAL,NORTH,Medium,1970-01-01 00:00:00.000000086,App,0,Central Zone,North Zone
O00620,C0467,Retail,2024-11-08 00:19:00,2,South,West,Low,1970-01-01 00:00:00.000000027,App,0,South Zone,West Zone
O00621,C0026,Parcel,2025-05-15 19:01:00,12,Airport,Airport,Medium,1970-01-01 00:00:00.000000103,App,0,Airport,Airport
O00622,C0439,Passenger,2024-04-23 15:26:00,24,Central,CENTRAL,High,1970-01-01 00:00:00.000000048,Phone,0,Central Zone,Central Zone
O00623,C0361,Business,2025-02-24 19:19:00,24,Airport,South,High,1970-01-01 00:00:00.000000193,Web,0,Airport,South Zone
O00624,C0117,Passenger,2025-04-13 04:21:00,24,WEST,Ctr,Medium,1970-01-01 00:00:00.000000025,Web,0,West Zone,Ctr
O00625,C0376,Business,2025-07-12 06:05:00,24,West,SOUTH,Medium,1970-01-01 00:00:00.000000077,Phone,1,West Zone,South Zone
O00626,C0072,Parcel,2024-12-28 12:54:00,4,north,north,Medium,1970-01-01 00:00:00.000000024,Web,1,North Zone,North Zone
O00627,C0114,Parcel,2025-04-22 19:02:00,6,Central,CENTRAL,Medium,1970-01-01 00:00:00.000000067,Web,1,Central Zone,Central Zone
O00628,C0056,Passenger,2024-10-26 10:05:00,12,RiverSide,north,Medium,1970-01-01 00:00:00.000000052,App,1,Riverside,North Zone
O00629,C0368,Retail,2024-10-04 05:44:00,6,Riverside,SOUTH,Low,1970-01-01 00:00:00.000000055,App,1,Riverside,South Zone
O00630,C0369,Retail,2025-03-28 13:42:00,2,Central,Ctr,Low,1970-01-01 00:00:00.000000086,App,0,Central Zone,Ctr
O00631,C0574,Business,2025-07-05 07:07:00,2,SOUTH,RiverSide,Low,1970-01-01 00:00:00.000000047,App,0,South Zone,Riverside
O00632,C0611,Passenger,2024-08-09 21:40:00,1,Central,Central,High,1970-01-01 00:00:00.000000033,Web,1,Central Zone,Central Zone
O00633,C0235,Passenger,2024-02-12 12:52:00,2,Airport,Central,Low,1970-01-01 00:00:00.000000079,App,0,Airport,Central Zone
O00634,C0536,Parcel,2024-07-07 12:17:00,4,East,South,Medium,1970-01-01 00:00:00.000000171,App,0,East Zone,South Zone
O00635,C0314,Parcel,2024-12-06 04:23:00,2,Central,north,Low,1970-01-01 00:00:00.000000073,App,0,Central Zone,North Zone
O00636,C0208,Medical,2024-06-20 07:22:00,4,West,north,Medium,1970-01-01 00:00:00.000000134,App,1,West Zone,North Zone
O00637,C0304,Passenger,2025-09-16 12:19:00,2,NORTH,SOUTH,Critical,1970-01-01 00:00:00.000000089,Phone,0,North Zone,South Zone
O00638,C0257,Passenger,2025-05-26 10:56:00,6,West,WEST,Medium,1970-01-01 00:00:00.000000054,App,0,West Zone,West Zone
O00639,C0480,Medical,2025-06-02 19:12:00,2,CENTRAL,NORTH,Medium,1970-01-01 00:00:00.000000141,Web,0,Central Zone,North Zone
O00640,C0102,Passenger,2024-06-15 12:33:00,12,AIRPORT,West,Medium,1970-01-01 00:00:00.000000072,API,1,Airport,West Zone
O00641,C0403,Parcel,2024-01-10 00:54:00,24,north,AIRPORT,High,1970-01-01 00:00:00.000000119,Phone,0,North Zone,Airport
O00642,C0329,Retail,2024-06-28 03:15:00,4,RiverSide,Airport,High,1970-01-01 00:00:00.000000024,App,0,Riverside,Airport
O00643,C0349,Parcel,2025-04-10 18:51:00,1,Airport,RiverSide,Low,1970-01-01 00:00:00.000000181,Web,1,Airport,Riverside
O00644,C0084,Business,2025-11-03 08:47:00,6,EAST,Airport,High,1970-01-01 00:00:00.000000006,App,0,East Zone,Airport
O00645,C0517,Passenger,2024-12-26 21:06:00,6,South,CENTRAL,Medium,1970-01-01 00:00:00.000000082,API,0,South Zone,Central Zone
O00646,C0518,Retail,2025-07-19 23:55:00,2,EAST,South,Medium,1970-01-01 00:00:00.000000063,App,1,East Zone,South Zone
O00647,C0592,Passenger,2025-06-10 21:24:00,12,WEST,AIRPORT,High,1970-01-01 00:00:00.000000109,App,0,West Zone,Airport
O00648,C0032,Passenger,2024-05-18 08:42:00,2,West,SOUTH,Medium,1970-01-01 00:00:00.000000052,App,0,West Zone,South Zone
O00649,C0361,Parcel,2025-03-02 02:32:00,4,EAST,Riverside,Low,1970-01-01 00:00:00.000000030,App,0,East Zone,Riverside
O00650,C0206,Parcel,2025-09-30 10:28:00,6,RiverSide,AIRPORT,Low,1970-01-01 00:00:00.000000039,App,0,Riverside,Airport
O00651,C0345,Parcel,2024-09-29 09:23:00,6,South,SOUTH,High,1970-01-01 00:00:00.000000007,App,0,South Zone,South Zone
O00652,C0331,Retail,2024-11-08 21:45:00,4,SOUTH,West,Medium,1970-01-01 00:00:00.000000035,App,0,South Zone,West Zone
O00653,C0397,Retail,2025-10-09 21:24:00,12,Riverside,SOUTH,Medium,1970-01-01 00:00:00.000000036,App,0,Riverside,South Zone
O00654,C0617,Parcel,2025-06-18 21:03:00,24,Ctr,Airport,High,1970-01-01 00:00:00.000000047,App,0,Ctr,Airport
O00655,C0590,Passenger,2025-11-01 15:31:00,4,South,EAST,Low,1970-01-01 00:00:00.000000052,Phone,0,South Zone,East Zone
O00656,C0211,Parcel,2025-01-07 22:01:00,6,WEST,north,High,1970-01-01 00:00:00.000000082,Web,0,West Zone,North Zone
O00657,C0135,Passenger,2024-02-28 21:07:00,6,SOUTH,CENTRAL,Low,1970-01-01 00:00:00.000000155,App,0,South Zone,Central Zone
O00658,C0533,Retail,2025-07-24 12:28:00,12,north,north,Medium,1970-01-01 00:00:00.000000068,App,0,North Zone,North Zone
O00659,C0002,Retail,2024-11-14 16:57:00,12,South,North,Low,1970-01-01 00:00:00.000000135,API,0,South Zone,North Zone
O00660,C0288,Passenger,2024-06-04 23:38:00,4,Central,Airport,High,1970-01-01 00:00:00.000000027,Web,1,Central Zone,Airport
O00661,C0241,Retail,2025-04-14 01:20:00,4,Ctr,RiverSide,High,1970-01-01 00:00:00.000000097,Phone,0,Ctr,Riverside
O00662,C0117,Parcel,2025-05-09 04:00:00,12,SOUTH,AIRPORT,High,1970-01-01 00:00:00.000000030,Web,0,South Zone,Airport
O00663,C0380,Retail,2024-10-04 04:12:00,2,EAST,EAST,Low,1970-01-01 00:00:00.000000075,App,1,East Zone,East Zone
O00664,C0584,Passenger,2025-08-24 18:32:00,4,Airport,West,Medium,1970-01-01 00:00:00.000000176,App,0,Airport,West Zone
O00665,C0522,Passenger,2024-02-17 12:11:00,4,WEST,Central,Low,1970-01-01 00:00:00.000000176,App,1,West Zone,Central Zone
O00666,C0001,Parcel,2025-08-26 20:17:00,24,AIRPORT,CENTRAL,Low,1970-01-01 00:00:00.000000185,App,0,Airport,Central Zone
O00667,C0392,Passenger,2025-10-04 07:18:00,2,EAST,WEST,Medium,1970-01-01 00:00:00.000000068,Web,1,East Zone,West Zone
O00668,C0649,Parcel,2025-07-11 00:26:00,6,Airport,north,Medium,1970-01-01 00:00:00.000000135,App,0,Airport,North Zone
O00669,C0529,Parcel,2025-07-15 13:41:00,12,north,East,Critical,1970-01-01 00:00:00.000000080,App,0,North Zone,East Zone
O00670,C0305,Retail,2024-03-27 21:40:00,4,SOUTH,West,High,1970-01-01 00:00:00.000000128,App,1,South Zone,West Zone
O00671,C0111,Retail,2025-01-24 15:45:00,1,north,North,Medium,1970-01-01 00:00:00.000000118,Phone,0,North Zone,North Zone
O00672,C0567,Retail,2025-01-03 22:57:00,24,AIRPORT,RiverSide,High,1970-01-01 00:00:00.000000020,Web,0,Airport,Riverside
O00673,C0579,Passenger,2024-10-11 10:10:00,24,WEST,WEST,High,1970-01-01 00:00:00.000000133,Phone,0,West Zone,West Zone
O00674,C0235,Passenger,2025-08-11 15:52:00,2,CENTRAL,East,Medium,1970-01-01 00:00:00.000000065,Web,0,Central Zone,East Zone
O00675,C0445,Business,2024-02-19 17:22:00,24,Riverside,NORTH,Low,1970-01-01 00:00:00.000000047,App,0,Riverside,North Zone
O00676,C0494,Business,2024-05-23 06:33:00,2,SOUTH,West,Low,1970-01-01 00:00:00.000000110,App,0,South Zone,West Zone
O00677,C0519,Passenger,2024-03-04 05:19:00,4,EAST,West,High,1970-01-01 00:00:00.000000079,Web,0,East Zone,West Zone
O00678,C0197,Business,2025-06-17 05:43:00,12,AIRPORT,AIRPORT,Low,1970-01-01 00:00:00.000000014,App,1,Airport,Airport
O00679,C0244,Medical,2024-11-15 01:37:00,24,West,SOUTH,High,1970-01-01 00:00:00.000000074,Web,0,West Zone,South Zone
O00680,C0412,Passenger,2024-10-31 12:49:00,2,Ctr,WEST,High,1970-01-01 00:00:00.000000056,Web,0,Ctr,West Zone
O00681,C0438,Parcel,2025-01-03 22:11:00,24,SOUTH,EAST,Medium,1970-01-01 00:00:00.000000047,Phone,0,South Zone,East Zone
O00682,C0529,Retail,2024-10-05 09:57:00,2,NORTH,Ctr,Low,1970-01-01 00:00:00.000000097,Phone,0,North Zone,Ctr
O00683,C0375,Medical,2025-05-01 06:39:00,6,EAST,AIRPORT,Medium,1970-01-01 00:00:00.000000114,App,0,East Zone,Airport
O00684,C0064,Parcel,2024-11-24 14:25:00,24,CENTRAL,AIRPORT,High,1970-01-01 00:00:00.000000081,App,0,Central Zone,Airport
O00685,C0010,Business,2024-04-21 21:16:00,6,WEST,WEST,Low,1970-01-01 00:00:00.000000107,Phone,0,West Zone,West Zone
O00686,C0476,Retail,2025-01-05 12:20:00,6,East,SOUTH,Medium,1970-01-01 00:00:00.000000072,Web,0,East Zone,South Zone
O00687,C0253,Passenger,2025-01-29 15:17:00,4,CENTRAL,Airport,Medium,1970-01-01 00:00:00.000000221,App,0,Central Zone,Airport
O00688,C0332,Passenger,2024-04-25 06:59:00,6,north,West,High,1970-01-01 00:00:00.000000038,Phone,0,North Zone,West Zone
O00689,C0349,Passenger,2025-09-29 14:32:00,4,Riverside,RiverSide,Medium,1970-01-01 00:00:00.000000006,App,1,Riverside,Riverside
O00690,C0013,Retail,2025-02-22 20:10:00,4,Airport,North,High,1970-01-01 00:00:00.000000159,App,0,Airport,North Zone
O00691,C0532,Retail,2024-11-18 01:09:00,12,NORTH,EAST,High,1970-01-01 00:00:00.000000231,App,0,North Zone,East Zone
O00692,C0223,Parcel,2024-10-12 17:30:00,4,EAST,East,Medium,1970-01-01 00:00:00.000000073,Web,0,East Zone,East Zone
O00693,C0199,Retail,2025-11-08 17:54:00,2,AIRPORT,AIRPORT,Medium,1970-01-01 00:00:00.000000115,App,0,Airport,Airport
O00694,C0380,Passenger,2025-11-17 13:48:00,6,Ctr,RiverSide,Medium,1970-01-01 00:00:00.000000307,Web,0,Ctr,Riverside
O00695,C0006,Passenger,2024-03-19 08:25:00,6,South,EAST,Low,1970-01-01 00:00:00.000000092,App,0,South Zone,East Zone
O00696,C0090,Passenger,2025-01-06 22:58:00,1,CENTRAL,Riverside,Medium,1970-01-01 00:00:00.000000067,App,0,Central Zone,Riverside
O00697,C0454,Medical,2025-02-09 16:51:00,6,East,WEST,Medium,1970-01-01 00:00:00.000000007,API,0,East Zone,West Zone
O00698,C0550,Medical,2024-10-22 20:07:00,2,SOUTH,CENTRAL,High,1970-01-01 00:00:00.000000179,App,0,South Zone,Central Zone
O00699,C0310,Medical,2024-09-22 14:49:00,12,SOUTH,Riverside,Medium,1970-01-01 00:00:00.000000202,Web,0,South Zone,Riverside
O00700,C0443,Passenger,2024-01-13 01:34:00,4,WEST,WEST,Medium,1970-01-01 00:00:00.000000110,Phone,0,West Zone,West Zone
O00701,C0021,Parcel,2025-12-15 18:19:00,4,East,Riverside,Medium,1970-01-01 00:00:00.000000019,App,0,East Zone,Riverside
O00702,C0228,Retail,2024-12-28 19:23:00,4,EAST,Riverside,Critical,1970-01-01 00:00:00.000000077,App,0,East Zone,Riverside
O00703,C0493,Medical,2024-09-28 07:56:00,6,AIRPORT,NORTH,Medium,1970-01-01 00:00:00.000000250,Phone,0,Airport,North Zone
O00704,C0031,Retail,2024-03-12 17:06:00,4,North,North,High,1970-01-01 00:00:00.000000141,Phone,0,North Zone,North Zone
O00705,C0013,Parcel,2025-09-09 21:53:00,6,NORTH,RiverSide,High,1970-01-01 00:00:00.000000118,App,0,North Zone,Riverside
O00706,C0243,Retail,2025-02-26 22:07:00,2,RiverSide,SOUTH,Low,1970-01-01 00:00:00.000000039,API,1,Riverside,South Zone
O00707,C0156,Parcel,2024-11-10 05:41:00,4,CENTRAL,East,Medium,1970-01-01 00:00:00.000000095,App,0,Central Zone,East Zone
O00708,C0058,Parcel,2024-06-29 23:40:00,4,West,West,Low,1970-01-01 00:00:00.000000108,Phone,0,West Zone,West Zone
O00709,C0369,Medical,2025-12-09 03:49:00,12,north,AIRPORT,Critical,1970-01-01 00:00:00.000000049,App,0,North Zone,Airport
O00710,C0322,Passenger,2025-02-17 12:53:00,6,South,SOUTH,Low,1970-01-01 00:00:00.000000091,Web,0,South Zone,South Zone
O00711,C0412,Passenger,2024-12-15 12:25:00,2,SOUTH,South,High,1970-01-01 00:00:00.000000069,Web,0,South Zone,South Zone
O00712,C0512,Passenger,2025-05-26 10:22:00,2,North,WEST,High,1970-01-01 00:00:00.000000105,Phone,1,North Zone,West Zone
O00713,C0316,Medical,2024-07-09 22:55:00,6,SOUTH,NORTH,Low,1970-01-01 00:00:00.000000048,Phone,0,South Zone,North Zone
O00714,C0456,Passenger,2024-05-26 17:47:00,24,South,NORTH,Low,1970-01-01 00:00:00.000000187,App,0,South Zone,North Zone
O00715,C0477,Medical,2025-06-17 13:42:00,6,RiverSide,NORTH,Critical,1970-01-01 00:00:00.000000125,App,0,Riverside,North Zone
O00716,C0072,Passenger,2024-10-22 04:13:00,6,EAST,north,Medium,1970-01-01 00:00:00.000000005,App,0,East Zone,North Zone
O00717,C0508,Retail,2024-12-12 21:04:00,4,East,South,Low,1970-01-01 00:00:00.000000072,Web,0,East Zone,South Zone
O00718,C0533,Passenger,2025-02-27 02:32:00,2,West,AIRPORT,Low,1970-01-01 00:00:00.000000144,Phone,0,West Zone,Airport
O00719,C0395,Passenger,2024-01-04 18:42:00,2,WEST,CENTRAL,Low,1970-01-01 00:00:00.000000011,Web,0,West Zone,Central Zone
O00720,C0140,Business,2024-08-29 18:27:00,2,AIRPORT,AIRPORT,High,1970-01-01 00:00:00.000000111,App,0,Airport,Airport
O00721,C0001,Retail,2025-02-17 06:36:00,24,EAST,Ctr,Medium,1970-01-01 00:00:00.000000070,App,1,East Zone,Ctr
O00722,C0523,Business,2024-10-07 21:50:00,12,CENTRAL,Central,Medium,1970-01-01 00:00:00.000000072,Phone,0,Central Zone,Central Zone
O00723,C0075,Passenger,2024-05-15 04:14:00,1,NORTH,CENTRAL,Low,1970-01-01 00:00:00.000000094,App,0,North Zone,Central Zone
O00724,C0317,Passenger,2025-11-18 07:32:00,4,Airport,NORTH,Low,1970-01-01 00:00:00.000000098,App,0,Airport,North Zone
O00725,C0153,Passenger,2024-05-07 09:57:00,12,EAST,WEST,Medium,1970-01-01 00:00:00.000000061,App,0,East Zone,West Zone
O00726,C0284,Retail,2024-02-04 23:52:00,4,Airport,Airport,Medium,1970-01-01 00:00:00.000000059,Web,0,Airport,Airport
O00727,C0499,Business,2025-10-26 12:56:00,2,South,South,Medium,1970-01-01 00:00:00.000000085,App,0,South Zone,South Zone
O00728,C0610,Parcel,2024-10-21 04:41:00,24,South,RiverSide,Low,1970-01-01 00:00:00.000000050,App,0,South Zone,Riverside
O00729,C0574,Parcel,2025-12-22 22:24:00,6,EAST,East,Medium,1970-01-01 00:00:00.000000051,App,0,East Zone,East Zone
O00730,C0353,Retail,2025-09-19 08:45:00,1,EAST,East,High,1970-01-01 00:00:00.000000112,API,0,East Zone,East Zone
O00731,C0014,Passenger,2024-03-09 19:38:00,2,East,Central,High,1970-01-01 00:00:00.000000038,Web,0,East Zone,Central Zone
O00732,C0579,Passenger,2025-06-05 08:38:00,4,East,Central,Medium,1970-01-01 00:00:00.000000165,Phone,0,East Zone,Central Zone
O00733,C0609,Passenger,2024-08-06 07:19:00,6,AIRPORT,West,Medium,1970-01-01 00:00:00.000000161,Phone,0,Airport,West Zone
O00734,C0087,Retail,2024-04-06 11:43:00,12,East,East,Medium,1970-01-01 00:00:00.000000166,App,1,East Zone,East Zone
O00735,C0602,Retail,2025-08-05 02:23:00,4,Central,north,High,1970-01-01 00:00:00.000000035,App,0,Central Zone,North Zone
O00736,C0390,Parcel,2024-01-24 22:33:00,12,Central,East,Medium,1970-01-01 00:00:00.000000078,App,0,Central Zone,East Zone
O00737,C0368,Retail,2024-03-14 03:53:00,2,CENTRAL,Central,Medium,1970-01-01 00:00:00.000000117,Web,1,Central Zone,Central Zone
O00738,C0354,Retail,2024-11-28 06:00:00,2,AIRPORT,WEST,High,1970-01-01 00:00:00.000000066,App,1,Airport,West Zone
O00739,C0144,Passenger,2025-04-13 20:48:00,12,South,NORTH,Low,1970-01-01 00:00:00.000000076,Phone,0,South Zone,North Zone
O00740,C0151,Medical,2024-05-22 14:17:00,4,East,EAST,Medium,1970-01-01 00:00:00.000000067,Web,1,East Zone,East Zone
O00741,C0552,Retail,2025-05-30 01:28:00,6,AIRPORT,NORTH,Low,1970-01-01 00:00:00.000000072,App,1,Airport,North Zone
O00742,C0017,Passenger,2025-08-27 17:38:00,12,Airport,West,Critical,1970-01-01 00:00:00.000000045,App,0,Airport,West Zone
O00743,C0166,Retail,2024-02-03 01:34:00,2,East,South,Medium,1970-01-01 00:00:00.000000092,Web,0,East Zone,South Zone
O00744,C0146,Retail,2025-04-23 03:30:00,6,EAST,Riverside,Low,1970-01-01 00:00:00.000000033,API,1,East Zone,Riverside
O00745,C0442,Passenger,2024-08-17 09:40:00,24,SOUTH,AIRPORT,Medium,1970-01-01 00:00:00.000000046,App,0,South Zone,Airport
O00746,C0014,Medical,2024-12-14 10:33:00,1,north,RiverSide,Low,1970-01-01 00:00:00.000000073,Web,0,North Zone,Riverside
O00747,C0264,Retail,2025-08-05 07:13:00,2,EAST,South,Medium,1970-01-01 00:00:00.000000122,App,0,East Zone,South Zone
O00748,C0412,Parcel,2025-07-23 06:18:00,24,WEST,South,Low,1970-01-01 00:00:00.000000041,API,0,West Zone,South Zone
O00749,C0196,Retail,2025-08-14 17:45:00,6,East,RiverSide,Low,1970-01-01 00:00:00.000000047,App,0,East Zone,Riverside
O00750,C0368,Retail,2024-02-01 07:49:00,6,NORTH,South,Low,1970-01-01 00:00:00.000000062,Phone,1,North Zone,South Zone
O00751,C0282,Business,2024-06-26 00:51:00,4,NORTH,West,Medium,1970-01-01 00:00:00.000000152,Phone,0,North Zone,West Zone
O00752,C0628,Retail,2025-05-31 08:27:00,2,Riverside,CENTRAL,Medium,1970-01-01 00:00:00.000000119,Web,0,Riverside,Central Zone
O00753,C0369,Parcel,2025-01-18 02:40:00,2,AIRPORT,RiverSide,High,1970-01-01 00:00:00.000000176,Web,0,Airport,Riverside
O00754,C0479,Parcel,2024-10-07 23:05:00,4,Central,Airport,Medium,1970-01-01 00:00:00.000000065,App,0,Central Zone,Airport
O00755,C0014,Passenger,2025-08-21 03:25:00,6,SOUTH,SOUTH,High,1970-01-01 00:00:00.000000025,App,0,South Zone,South Zone
O00756,C0413,Retail,2025-02-03 16:37:00,24,Airport,North,Medium,1970-01-01 00:00:00.000000083,App,1,Airport,North Zone
O00757,C0466,Passenger,2025-02-22 07:42:00,12,EAST,South,Medium,1970-01-01 00:00:00.000000081,Web,0,East Zone,South Zone
O00758,C0359,Parcel,2024-02-26 11:34:00,6,EAST,West,Low,1970-01-01 00:00:00.000000144,Phone,0,East Zone,West Zone
O00759,C0556,Passenger,2024-12-03 21:16:00,1,Central,north,Medium,1970-01-01 00:00:00.000000022,App,0,Central Zone,North Zone
O00760,C0051,Medical,2024-03-14 20:30:00,24,South,West,Low,1970-01-01 00:00:00.000000108,API,0,South Zone,West Zone
O00761,C0237,Passenger,2025-08-12 04:27:00,12,north,EAST,Low,1970-01-01 00:00:00.000000109,App,0,North Zone,East Zone
O00762,C0118,Retail,2025-04-09 21:56:00,4,East,South,Medium,1970-01-01 00:00:00.000000021,App,0,East Zone,South Zone
O00763,C0020,Retail,2025-12-26 19:29:00,4,East,AIRPORT,Low,1970-01-01 00:00:00.000000154,API,0,East Zone,Airport
O00764,C0452,Retail,2024-07-14 10:39:00,2,North,West,Medium,1970-01-01 00:00:00.000000072,App,0,North Zone,West Zone
O00765,C0187,Retail,2024-07-13 03:25:00,12,Ctr,WEST,Medium,1970-01-01 00:00:00.000000060,App,1,Ctr,West Zone
O00766,C0118,Parcel,2024-06-18 09:48:00,2,East,SOUTH,Low,1970-01-01 00:00:00.000000079,Phone,0,East Zone,South Zone
O00767,C0107,Business,2024-07-17 02:47:00,6,RiverSide,West,Medium,1970-01-01 00:00:00.000000057,Web,0,Riverside,West Zone
O00768,C0606,Retail,2025-06-12 00:28:00,4,Central,WEST,Medium,1970-01-01 00:00:00.000000069,App,0,Central Zone,West Zone
O00769,C0559,Retail,2024-07-21 22:47:00,4,South,CENTRAL,High,1970-01-01 00:00:00.000000189,API,0,South Zone,Central Zone
O00770,C0096,Retail,2024-07-20 08:12:00,2,South,WEST,Medium,1970-01-01 00:00:00.000000068,App,0,South Zone,West Zone
O00771,C0208,Passenger,2025-07-27 22:53:00,6,East,West,High,1970-01-01 00:00:00.000000032,App,0,East Zone,West Zone
O00772,C0103,Parcel,2024-10-30 23:50:00,24,EAST,NORTH,High,1970-01-01 00:00:00.000000152,App,0,East Zone,North Zone
O00773,C0172,Parcel,2024-01-24 23:46:00,4,north,South,Medium,1970-01-01 00:00:00.000000114,App,0,North Zone,South Zone
O00774,C0639,Parcel,2025-09-19 23:01:00,12,Ctr,NORTH,High,1970-01-01 00:00:00.000000034,Web,1,Ctr,North Zone
O00775,C0068,Business,2024-03-05 11:13:00,12,RiverSide,CENTRAL,High,1970-01-01 00:00:00.000000094,App,0,Riverside,Central Zone
O00776,C0571,Parcel,2025-03-03 00:53:00,4,Riverside,East,Low,1970-01-01 00:00:00.000000108,Phone,0,Riverside,East Zone
O00777,C0226,Retail,2025-10-18 23:47:00,6,East,Riverside,High,1970-01-01 00:00:00.000000014,App,0,East Zone,Riverside
O00778,C0514,Parcel,2025-10-07 17:16:00,4,north,Ctr,Low,1970-01-01 00:00:00.000000084,App,0,North Zone,Ctr
O00779,C0397,Retail,2025-07-25 11:40:00,24,RiverSide,Ctr,Critical,1970-01-01 00:00:00.000000069,App,0,Riverside,Ctr
O00780,C0490,Parcel,2024-06-16 18:40:00,1,West,North,Medium,1970-01-01 00:00:00.000000080,Web,0,West Zone,North Zone
O00781,C0049,Retail,2024-11-19 11:19:00,12,north,Ctr,High,1970-01-01 00:00:00.000000075,Web,0,North Zone,Ctr
O00782,C0610,Passenger,2024-04-17 01:47:00,2,SOUTH,SOUTH,Medium,1970-01-01 00:00:00.000000037,Web,0,South Zone,South Zone
O00783,C0507,Parcel,2024-06-28 22:22:00,4,North,East,Critical,1970-01-01 00:00:00.000000046,App,1,North Zone,East Zone
O00784,C0308,Passenger,2025-03-07 00:51:00,12,East,South,Low,1970-01-01 00:00:00.000000021,Phone,1,East Zone,South Zone
O00785,C0378,Passenger,2025-12-31 14:49:00,4,East,CENTRAL,High,1970-01-01 00:00:00.000000098,Phone,0,East Zone,Central Zone
O00786,C0473,Medical,2024-04-14 10:06:00,6,RiverSide,West,Medium,1970-01-01 00:00:00.000000069,API,0,Riverside,West Zone
